"id","household","kids","vehicles","priceExpected","incomeExpected","businessExpected","financialStability","investments","income","age","employmentSector","region","hoursPerWeek"
50881382.4683139,4,3,2,-1,2,"Worse Off","Worse Off","Savings account",68,43,"Public administration","West",41
50910526.4970763,4,3,1,6,0,"Worse Off","Worse Off","Savings account",29,41,"Transportation and utilities","Midwest",41
50816726.5051961,2,1,1,1,1,"Better Off","Worse Off","Savings account",50,34,"Professional and business services","Northeast",40
50982256.898213,2,1,1,1,-1,"Worse Off","Better Off","Savings account",46,31,"Manufacturing","South",42
50918322.1730173,5,4,1,-1,1,"Worse Off","Worse Off","Retirement account",40,44,"Construction","West",36
50719162.0125471,5,2,3,7,1,"Worse Off","Worse Off","Savings account",31,26,"Health services","Midwest",42
50944252.5449644,3,2,1,4,1,"Worse Off","Worse Off","Retirement account",33,29,"Education","Northeast",32
50731428.6992348,3,1,2,-3,1,"Better Off","Better Off","Stocks",43,49,"Leisure and hospitality","South",44
50541124.9210209,4,2,2,0,1,"Worse Off","Worse Off","Savings account",36,20,"Professional and business services","West",37
50861413.0471302,3,1,2,-1,0,"Worse Off","Better Off","Bonds",46,25,"Wholesale and retail trade","Midwest",47
50831483.7176268,3,1,2,0,1,"Better Off","Better Off","Retirement account",38,41,"Leisure and hospitality","Northeast",29
50729992.7019556,4,2,2,0,1,"Worse Off","Worse Off","Savings account",53,24,"Professional and business services","South",43
50880529.8399341,5,4,1,-3,1,"Better Off","Better Off","Savings account",63,38,"Transportation and utilities","West",35
50855316.2635581,6,4,2,4,0,"Worse Off","Worse Off","Savings account",27,23,"Other","Midwest",37
50822485.2992689,2,1,1,3,1,"Worse Off","Worse Off","Stocks",25,41,"Wholesale and retail trade","Northeast",31
50840282.2024174,5,3,2,-1,2,"Better Off","Better Off","Savings account",42,32,"Transportation and utilities","South",39
50868721.2478179,4,2,2,-2,-1,"Better Off","Worse Off","Stocks",50,25,"Manufacturing","West",38
50811983.8994882,3,2,1,3,1,"Worse Off","Worse Off","Retirement account",34,31,"Public administration","Midwest",38
50689922.2885139,4,2,2,-2,2,"Better Off","Better Off","Mutual funds",76,29,"Construction","Northeast",45
50910438.8562295,4,3,2,3,3,"Worse Off","Worse Off","Retirement account",59,37,"Manufacturing","South",35
50966646.5975848,6,3,3,-2,2,"Better Off","Worse Off","Retirement account",73,42,"Public administration","West",37
50825164.7880691,3,1,2,2,2,"Worse Off","Better Off","Savings account",67,33,"Other","Midwest",43
50768711.4318266,3,1,2,0,2,"Worse Off","Worse Off","Retirement account",36,39,"Other","Northeast",45
50862929.7203699,5,2,3,3,2,"Worse Off","Better Off","Stocks",51,32,"Health services","South",43
50830494.8681561,3,2,2,2,1,"Worse Off","Worse Off","Retirement account",42,34,"Health services","West",39
50758229.3619045,4,3,2,-3,2,"Better Off","Better Off","Stocks",58,41,"Financial services","Midwest",54
50776830.8290586,3,2,1,-2,1,"Better Off","Worse Off","Bonds",41,40,"Transportation and utilities","Northeast",45
50861375.6954104,4,2,2,-2,2,"Better Off","Better Off","Mutual funds",59,39,"Transportation and utilities","South",45
50793500.216326,3,2,2,4,0,"Worse Off","Better Off","Retirement account",62,32,"Wholesale and retail trade","West",40
50889322.2062738,6,3,2,3,2,"Worse Off","Worse Off","Bonds",37,29,"Professional and business services","Midwest",37
50832256.9990573,2,1,1,-1,0,"Worse Off","Better Off","Stocks",32,36,"Professional and business services","Northeast",36
50870858.1509816,5,3,2,1,0,"Worse Off","Worse Off","Retirement account",42,38,"Transportation and utilities","South",37
50938710.3788544,6,4,2,1,1,"Worse Off","Worse Off","Savings account",48,37,"Health services","West",47
50699220.4304522,3,2,1,-3,2,"Better Off","Better Off","Retirement account",44,35,"Other","Midwest",45
50880178.0746441,3,1,2,3,2,"Worse Off","Worse Off","Bonds",53,NA,"Transportation and utilities","Northeast",44
50890193.2501577,3,2,2,-1,1,"Worse Off","Worse Off","Savings account",68,29,"Transportation and utilities","South",51
51005569.6657181,3,1,2,-1,0,"Worse Off","Worse Off","Retirement account",24,26,"Leisure and hospitality","West",33
50843276.2543914,4,2,2,-3,2,"Worse Off","Worse Off","Mutual funds",36,34,"Transportation and utilities","Midwest",36
50884357.4654373,4,2,2,2,2,"Worse Off","Worse Off","Stocks",73,52,"Health services","Northeast",33
50861837.7860558,2,1,1,2,1,"Worse Off","Worse Off","Savings account",32,31,"Leisure and hospitality","South",41
50818253.3544392,4,2,2,-3,2,"Better Off","Better Off","Bonds",50,39,"Other","West",37
50924106.9599079,3,1,2,1,0,"Worse Off","Better Off","Mutual funds",63,35,"Transportation and utilities","Midwest",32
50866563.8145797,4,3,2,2,0,"Better Off","Worse Off","Retirement account",41,21,"Financial services","Northeast",39
50906269.8245197,4,3,2,-1,0,"Worse Off","Better Off","Retirement account",59,39,"Financial services","South",44
50771288.3946873,6,5,1,1,3,"Better Off","Better Off","Savings account",43,44,"Wholesale and retail trade","West",39
50846083.3103447,3,1,2,-3,1,"Better Off","Worse Off","Savings account",36,40,"Leisure and hospitality","Midwest",40
50857345.5448834,5,3,2,4,1,"Worse Off","Worse Off","Stocks",24,26,"Leisure and hospitality","Northeast",28
50859245.05876,2,1,2,2,0,"Worse Off","Worse Off","Mutual funds",58,47,"Construction","South",34
50932449.2826728,5,2,2,0,2,"Better Off","Better Off","Mutual funds",27,40,"Financial services","West",37
50901278.5267583,3,2,2,3,0,"Worse Off","Worse Off","Savings account",43,29,"Public administration","Midwest",35
50856325.2811581,3,1,2,1,0,"Better Off","Worse Off","Mutual funds",50,41,"Other","Northeast",38
50752496.1127611,2,1,2,4,0,"Worse Off","Worse Off","Savings account",60,30,"Transportation and utilities","South",38
50829158.0851382,3,2,1,1,2,"Better Off","Better Off","Savings account",54,42,"Public administration","West",41
50858430.5010955,2,1,1,4,2,"Worse Off","Worse Off","Retirement account",59,31,"Other","Midwest",38
50852961.2924125,4,2,2,-2,0,"Better Off","Better Off","Savings account",52,NA,"Transportation and utilities","Northeast",43
50797764.7226823,7,3,3,3,1,"Worse Off","Worse Off","Retirement account",41,21,"Public administration","South",48
50854503.7903006,6,3,3,2,3,"Worse Off","Worse Off","Stocks",58,19,"Professional and business services","West",49
50692009.7759212,3,1,2,1,1,"Better Off","Worse Off","Stocks",74,49,"Health services","Midwest",36
50849034.7435025,4,2,2,3,0,"Worse Off","Worse Off","Savings account",34,21,"Leisure and hospitality","Northeast",40
50880681.0105531,5,2,3,3,0,"Better Off","Worse Off","Savings account",71,20,"Other","South",45
50840780.767085,4,1,3,2,2,"Worse Off","Worse Off","Savings account",45,48,"Education","West",32
51034049.8474505,8,6,2,0,0,"Better Off","Better Off","Retirement account",26,NA,"Professional and business services","Midwest",30
50783212.9974729,3,2,1,0,1,"Worse Off","Worse Off","Savings account",37,56,"Transportation and utilities","Northeast",41
50868474.5047483,5,3,2,6,-1,"Worse Off","Worse Off","Savings account",35,31,"Public administration","South",44
50918717.0768668,4,1,3,-1,2,"Worse Off","Worse Off","Stocks",44,42,"Public administration","West",38
50740270.5016388,3,2,1,1,1,"Worse Off","Worse Off","Savings account",51,33,"Public administration","Midwest",34
50910351.6348604,6,3,3,-1,2,"Worse Off","Worse Off","Savings account",41,36,"Leisure and hospitality","Northeast",39
50937340.0530761,2,1,1,2,2,"Worse Off","Worse Off","Bonds",43,25,"Public administration","South",41
50738211.3947891,6,2,4,2,1,"Worse Off","Worse Off","Retirement account",36,35,"Leisure and hospitality","West",44
50801760.6041967,6,4,2,0,3,"Worse Off","Worse Off","Savings account",35,30,"Wholesale and retail trade","Midwest",41
50714920.5565695,4,3,2,2,1,"Worse Off","Worse Off","Savings account",53,44,"Transportation and utilities","Northeast",43
50777262.3059062,3,2,1,1,2,"Worse Off","Worse Off","Stocks",63,30,"Wholesale and retail trade","South",42
50870327.6966146,2,1,2,2,1,"Worse Off","Worse Off","Retirement account",71,52,"Wholesale and retail trade","West",32
50858311.5532381,3,1,2,1,2,"Worse Off","Worse Off","Savings account",56,30,"Public administration","Midwest",32
50827823.2430552,2,1,1,2,0,"Worse Off","Worse Off","Retirement account",46,25,"Transportation and utilities","Northeast",48
50603154.0070435,2,1,1,-1,1,"Better Off","Worse Off","Bonds",43,25,"Professional and business services","South",37
50823054.0029664,7,6,1,3,-1,"Worse Off","Worse Off","Savings account",57,41,"Other","West",29
50797636.4744163,5,2,3,2,2,"Worse Off","Better Off","Bonds",71,22,"Leisure and hospitality","Midwest",38
50814740.1215836,2,1,1,3,0,"Worse Off","Worse Off","Stocks",43,29,"Construction","Northeast",37
50784162.0340571,2,1,1,-3,1,"Better Off","Worse Off","Mutual funds",43,56,"Public administration","South",34
51046397.8391051,6,3,3,-2,-1,"Worse Off","Worse Off","Savings account",37,42,"Leisure and hospitality","West",40
50825298.6345308,3,2,2,6,1,"Worse Off","Worse Off","Retirement account",65,NA,"Health services","Midwest",49
50913122.553383,3,1,2,-3,2,"Worse Off","Better Off","Mutual funds",73,23,"Education","Northeast",45
50905830.1139895,2,1,2,-2,1,"Worse Off","Worse Off","Bonds",38,24,"Transportation and utilities","South",30
50672136.8468639,3,2,2,2,0,"Worse Off","Worse Off","Retirement account",54,41,"Transportation and utilities","West",32
50783700.645628,5,2,3,-2,1,"Better Off","Better Off","Stocks",61,46,"Other","Midwest",53
50889125.1374556,2,1,1,1,2,"Worse Off","Better Off","Mutual funds",46,28,"Leisure and hospitality","Northeast",38
51031250.1875571,4,3,1,3,0,"Worse Off","Worse Off","Retirement account",33,20,"Education","South",49
50786931.1604008,4,2,3,0,1,"Worse Off","Better Off","Mutual funds",89,46,"Wholesale and retail trade","West",41
50942440.2700554,4,2,2,-4,0,"Worse Off","Better Off","Retirement account",46,34,"Health services","Midwest",35
50734930.9323958,6,3,3,-2,3,"Better Off","Better Off","Stocks",61,33,"Transportation and utilities","Northeast",31
51027153.9874616,4,1,2,6,3,"Worse Off","Worse Off","Savings account",35,41,"Transportation and utilities","South",40
50712871.1235949,4,2,2,0,0,"Worse Off","Worse Off","Retirement account",37,NA,"Health services","West",39
50899600.6301956,4,3,2,1,2,"Worse Off","Better Off","Mutual funds",88,38,"Transportation and utilities","Midwest",39
50803795.2291626,4,2,2,6,1,"Worse Off","Worse Off","Retirement account",39,39,"Transportation and utilities","Northeast",39
50932500.1349692,3,1,2,-1,2,"Better Off","Better Off","Stocks",64,32,"Public administration","South",47
50864944.3570704,3,2,2,4,2,"Worse Off","Worse Off","Stocks",49,26,"Health services","West",33
50934297.4263647,3,1,2,1,1,"Better Off","Worse Off","Stocks",39,NA,"Public administration","Midwest",34
50855498.2742734,2,1,2,-1,0,"Worse Off","Better Off","Mutual funds",48,37,"Wholesale and retail trade","Northeast",31
50709129.2669498,4,2,2,-2,0,"Worse Off","Better Off","Bonds",26,37,"Health services","South",41
51038470.6523397,4,2,2,-3,2,"Worse Off","Better Off","Savings account",60,38,"Transportation and utilities","West",36
50780185.9072035,4,2,2,1,0,"Worse Off","Worse Off","Savings account",43,44,"Financial services","Midwest",46
50842607.4557055,3,2,1,3,1,"Worse Off","Worse Off","Stocks",38,46,"Leisure and hospitality","Northeast",36
50798097.5641396,5,3,2,0,1,"Better Off","Better Off","Mutual funds",60,50,"Leisure and hospitality","South",38
50910214.54662,4,3,2,1,2,"Worse Off","Worse Off","Savings account",49,30,"Financial services","West",39
50876166.5525886,6,5,1,5,2,"Worse Off","Worse Off","Stocks",35,36,"Public administration","Midwest",36
50796171.503678,5,3,2,-2,1,"Worse Off","Better Off","Savings account",84,49,"Education","Northeast",31
50870205.3606916,2,1,2,3,2,"Worse Off","Worse Off","Retirement account",75,32,"Professional and business services","South",38
50800536.9732509,3,2,1,4,3,"Worse Off","Worse Off","Stocks",36,NA,"Other","West",36
50847348.2139459,2,1,1,4,1,"Worse Off","Worse Off","Retirement account",40,45,"Wholesale and retail trade","Midwest",43
50880586.7879531,3,2,2,2,1,"Worse Off","Worse Off","Savings account",62,42,"Other","Northeast",48
50899785.1471182,4,3,1,2,0,"Worse Off","Worse Off","Savings account",39,29,"Transportation and utilities","South",34
51001124.5684962,2,1,2,5,2,"Worse Off","Worse Off","Bonds",48,38,"Transportation and utilities","West",35
50828063.693236,4,2,2,-3,2,"Better Off","Better Off","Retirement account",42,30,"Other","Midwest",41
50813779.2086167,4,2,2,2,1,"Worse Off","Worse Off","Stocks",48,44,"Transportation and utilities","Northeast",49
50799503.5284945,5,2,3,-1,3,"Worse Off","Better Off","Retirement account",58,24,"Health services","South",31
50947261.0486965,3,2,2,0,-1,"Worse Off","Better Off","Mutual funds",75,19,"Transportation and utilities","West",34
50760266.1754252,2,1,2,1,2,"Worse Off","Worse Off","Savings account",55,25,"Leisure and hospitality","Midwest",44
50845421.8618481,3,2,1,-1,1,"Worse Off","Better Off","Savings account",27,36,"Public administration","Northeast",32
50825041.6302735,4,2,2,1,3,"Worse Off","Worse Off","Savings account",33,41,"Financial services","South",37
50986003.4131574,2,1,2,0,2,"Worse Off","Better Off","Bonds",65,38,"Public administration","West",44
50828367.645354,6,5,1,3,2,"Worse Off","Worse Off","Retirement account",39,43,"Health services","Midwest",33
50863414.9054847,3,1,2,2,1,"Worse Off","Worse Off","Savings account",38,22,"Financial services","Northeast",36
50878798.9302563,4,3,1,1,2,"Worse Off","Worse Off","Savings account",36,21,"Construction","South",35
50933414.8580155,3,2,1,5,2,"Worse Off","Better Off","Mutual funds",37,28,"Public administration","West",34
50822305.836978,2,1,1,3,1,"Better Off","Worse Off","Retirement account",35,37,"Public administration","Midwest",31
50906130.9500378,2,1,1,-2,1,"Better Off","Better Off","Savings account",35,30,"Other","Northeast",29
50792283.2775752,6,4,2,2,2,"Worse Off","Better Off","Retirement account",25,20,"Financial services","South",31
50829086.9569443,4,2,2,3,0,"Worse Off","Worse Off","Retirement account",65,NA,"Health services","West",40
50852552.2988766,4,1,2,1,0,"Worse Off","Better Off","Retirement account",33,35,"Education","Midwest",33
50650493.392929,6,4,2,0,2,"Better Off","Better Off","Stocks",48,27,"Manufacturing","Northeast",33
51025199.7572028,4,2,3,3,2,"Worse Off","Worse Off","Mutual funds",94,NA,"Public administration","South",48
50713280.8921888,5,3,2,-3,2,"Worse Off","Better Off","Savings account",47,37,"Manufacturing","West",42
50926825.3668828,5,2,2,1,0,"Worse Off","Worse Off","Stocks",42,46,"Transportation and utilities","Midwest",41
50799485.4884941,4,2,2,3,2,"Worse Off","Worse Off","Stocks",41,36,"Health services","Northeast",34
50874142.8023272,3,2,1,1,2,"Worse Off","Worse Off","Retirement account",41,49,"Professional and business services","South",38
50941986.7544163,4,2,2,-1,2,"Worse Off","Better Off","Savings account",51,NA,"Transportation and utilities","West",40
50887520.4622982,3,1,2,3,1,"Better Off","Worse Off","Bonds",41,19,"Other","Midwest",30
50795466.2521506,3,2,1,2,1,"Better Off","Worse Off","Mutual funds",39,44,"Public administration","Northeast",34
51067127.10125,4,3,2,-1,2,"Better Off","Worse Off","Mutual funds",75,37,"Leisure and hospitality","South",31
50767422.6810562,3,1,2,0,2,"Worse Off","Worse Off","Savings account",40,44,"Public administration","West",36
50883702.1504967,4,3,2,3,0,"Worse Off","Worse Off","Stocks",92,50,"Manufacturing","Midwest",38
50904368.0610602,2,1,1,1,2,"Better Off","Worse Off","Savings account",64,45,"Transportation and utilities","Northeast",46
50848453.3290279,4,3,2,1,1,"Worse Off","Worse Off","Retirement account",46,33,"Transportation and utilities","South",29
50842013.8022681,7,5,2,5,1,"Better Off","Better Off","Bonds",47,21,"Financial services","West",49
50777159.1732152,5,3,2,2,1,"Worse Off","Worse Off","Stocks",65,42,"Other","Midwest",40
50779477.9777702,4,2,2,0,1,"Worse Off","Worse Off","Retirement account",65,28,"Health services","Northeast",34
50809847.2135419,4,1,3,5,2,"Worse Off","Worse Off","Retirement account",36,NA,"Public administration","South",52
50920525.7954164,3,1,2,0,2,"Better Off","Worse Off","Stocks",52,29,"Health services","West",34
50803111.7363158,5,3,2,3,0,"Worse Off","Better Off","Savings account",50,26,"Education","Midwest",32
50818381.6600788,3,1,2,-2,0,"Worse Off","Better Off","Stocks",54,29,"Transportation and utilities","Northeast",39
50995749.9719692,5,2,2,3,3,"Worse Off","Worse Off","Stocks",32,34,"Education","South",35
50805504.7198651,5,3,2,-3,1,"Better Off","Better Off","Stocks",36,34,"Public administration","West",49
50908195.1569592,3,2,1,-1,0,"Worse Off","Worse Off","Savings account",38,NA,"Health services","Midwest",37
50769681.2731765,4,2,2,-3,1,"Better Off","Better Off","Retirement account",60,25,"Wholesale and retail trade","Northeast",41
50838527.7811717,3,1,2,1,0,"Worse Off","Worse Off","Savings account",28,30,"Health services","South",28
50790154.8178588,4,2,2,-1,2,"Better Off","Worse Off","Bonds",43,26,"Transportation and utilities","West",31
50804649.6597611,3,2,1,3,1,"Worse Off","Worse Off","Retirement account",66,37,"Transportation and utilities","Midwest",48
51008357.9530827,2,1,2,4,0,"Worse Off","Worse Off","Stocks",57,35,"Education","Northeast",47
51009310.6039371,2,1,2,1,2,"Worse Off","Worse Off","Savings account",50,50,"Professional and business services","South",38
50893382.0466813,3,2,1,1,2,"Worse Off","Better Off","Retirement account",44,49,"Professional and business services","West",31
50644658.9128926,2,1,1,-3,0,"Worse Off","Worse Off","Bonds",53,41,"Manufacturing","Midwest",36
50839040.3134818,5,3,2,1,-2,"Worse Off","Worse Off","Savings account",47,33,"Transportation and utilities","Northeast",38
50806860.7587401,4,2,2,1,1,"Better Off","Worse Off","Stocks",66,22,"Transportation and utilities","South",31
50946562.5339122,5,3,2,2,2,"Worse Off","Worse Off","Savings account",41,31,"Other","West",32
50721321.9779544,2,1,1,-1,-1,"Better Off","Worse Off","Stocks",42,NA,"Financial services","Midwest",38
50847549.9945145,5,3,2,-2,0,"Better Off","Better Off","Savings account",38,44,"Construction","Northeast",48
50787090.6642433,5,3,2,-2,2,"Better Off","Better Off","Mutual funds",67,34,"Public administration","South",39
50855733.7028121,4,2,2,-3,1,"Better Off","Better Off","Mutual funds",73,27,"Health services","West",47
50892251.105692,5,3,2,-3,2,"Better Off","Better Off","Stocks",33,35,"Leisure and hospitality","Midwest",42
50893585.0458431,4,2,2,3,2,"Better Off","Worse Off","Bonds",59,31,"Leisure and hospitality","Northeast",35
50856248.0524357,3,2,1,-1,0,"Worse Off","Worse Off","Retirement account",44,30,"Professional and business services","South",35
50743446.8600503,3,1,2,-2,2,"Worse Off","Better Off","Bonds",41,44,"Wholesale and retail trade","West",47
50910600.3943124,3,2,1,0,3,"Better Off","Worse Off","Retirement account",33,35,"Wholesale and retail trade","Midwest",33
50936920.7766121,6,3,2,3,3,"Worse Off","Better Off","Savings account",28,33,"Other","Northeast",34
50911201.5233085,5,3,2,2,1,"Worse Off","Worse Off","Savings account",30,38,"Transportation and utilities","South",31
50808460.3528914,4,1,3,5,2,"Worse Off","Worse Off","Savings account",30,40,"Financial services","West",36
50932755.6565385,2,1,2,0,2,"Worse Off","Better Off","Savings account",80,29,"Transportation and utilities","Midwest",40
50852373.9283181,4,2,2,2,2,"Worse Off","Worse Off","Bonds",35,55,"Health services","Northeast",34
50853235.2415408,6,5,1,4,2,"Worse Off","Worse Off","Retirement account",40,41,"Health services","South",39
50868690.8579965,5,3,2,5,2,"Worse Off","Worse Off","Retirement account",39,40,"Health services","West",37
50662467.4052477,2,1,1,3,1,"Worse Off","Worse Off","Mutual funds",53,35,"Public administration","Midwest",49
50822327.481079,5,3,2,3,2,"Worse Off","Worse Off","Savings account",57,30,"Transportation and utilities","Northeast",32
50875394.3559718,4,2,2,2,1,"Better Off","Worse Off","Mutual funds",47,37,"Wholesale and retail trade","South",52
50944099.4864248,2,1,2,1,3,"Worse Off","Better Off","Savings account",35,53,"Professional and business services","West",34
50923130.6514564,2,1,1,1,0,"Better Off","Worse Off","Mutual funds",38,33,"Leisure and hospitality","Midwest",48
50864108.722521,4,2,2,3,2,"Worse Off","Better Off","Stocks",42,31,"Wholesale and retail trade","Northeast",32
50864324.1656641,4,3,1,5,2,"Worse Off","Worse Off","Retirement account",25,33,"Financial services","South",33
50858232.1772002,4,3,2,1,2,"Worse Off","Worse Off","Bonds",67,54,"Manufacturing","West",41
50811373.4968896,3,2,1,0,1,"Worse Off","Worse Off","Savings account",42,37,"Manufacturing","Midwest",41
50955567.5506365,2,1,1,-2,1,"Better Off","Better Off","Mutual funds",38,49,"Leisure and hospitality","Northeast",32
50939575.5929275,4,2,2,6,3,"Worse Off","Worse Off","Retirement account",45,34,"Manufacturing","South",40
50932951.8035533,3,1,2,-2,2,"Worse Off","Better Off","Stocks",51,39,"Transportation and utilities","West",39
50876423.3961568,5,3,2,2,0,"Worse Off","Worse Off","Stocks",32,19,"Health services","Midwest",39
50809753.2238638,4,2,2,1,0,"Worse Off","Worse Off","Bonds",42,38,"Construction","Northeast",46
50803574.6666755,3,1,2,3,1,"Worse Off","Worse Off","Bonds",30,36,"Financial services","South",32
50674410.6541733,2,1,1,4,1,"Worse Off","Worse Off","Savings account",51,34,"Other","West",38
50844737.6275783,5,3,2,2,0,"Worse Off","Worse Off","Bonds",31,58,"Manufacturing","Midwest",37
50794723.4764908,2,1,2,5,3,"Worse Off","Worse Off","Retirement account",75,56,"Transportation and utilities","Northeast",42
50923157.3343105,6,4,2,5,0,"Worse Off","Worse Off","Stocks",48,46,"Financial services","South",42
50934532.6845747,3,2,1,3,2,"Worse Off","Worse Off","Stocks",43,52,"Leisure and hospitality","West",40
50859160.5182983,4,2,2,1,-1,"Worse Off","Worse Off","Mutual funds",76,24,"Financial services","Midwest",50
50851692.7733141,2,1,1,-1,2,"Worse Off","Better Off","Savings account",45,40,"Other","Northeast",37
50735740.1318683,7,6,1,1,1,"Worse Off","Worse Off","Mutual funds",38,19,"Leisure and hospitality","South",42
50938178.2302644,5,2,3,-1,1,"Worse Off","Better Off","Retirement account",93,32,"Education","West",54
50777291.040556,4,3,1,5,1,"Better Off","Worse Off","Savings account",39,NA,"Transportation and utilities","Midwest",35
50826180.2477983,4,3,2,2,2,"Worse Off","Worse Off","Savings account",26,47,"Manufacturing","Northeast",36
50731087.360094,5,2,3,3,0,"Worse Off","Worse Off","Bonds",57,40,"Public administration","South",38
50743710.7870014,4,1,3,0,4,"Worse Off","Better Off","Stocks",80,48,"Other","West",40
50878702.5553916,2,1,2,5,2,"Worse Off","Worse Off","Bonds",46,NA,"Wholesale and retail trade","Midwest",30
51021823.9700812,4,3,1,2,1,"Worse Off","Worse Off","Mutual funds",54,18,"Public administration","Northeast",34
50793899.1394608,4,2,2,5,1,"Worse Off","Better Off","Mutual funds",61,41,"Financial services","South",38
50658768.8573656,4,2,2,1,1,"Worse Off","Worse Off","Bonds",50,55,"Health services","West",49
50817840.1501923,7,5,2,-2,0,"Better Off","Worse Off","Stocks",41,39,"Education","Midwest",29
50733113.5808773,6,4,2,-1,1,"Better Off","Worse Off","Mutual funds",36,56,"Transportation and utilities","Northeast",40
50984639.9346164,5,3,2,-2,0,"Worse Off","Better Off","Savings account",75,44,"Education","South",40
50873341.1220966,3,1,2,6,0,"Worse Off","Worse Off","Retirement account",63,39,"Transportation and utilities","West",45
50863113.2835165,4,2,2,1,0,"Worse Off","Worse Off","Stocks",42,NA,"Transportation and utilities","Midwest",35
50827955.8567294,6,5,1,2,5,"Better Off","Worse Off","Savings account",45,33,"Public administration","Northeast",48
50700282.7950005,5,3,2,-1,-1,"Worse Off","Worse Off","Retirement account",51,48,"Manufacturing","South",32
50947895.6118941,5,3,2,1,2,"Worse Off","Worse Off","Bonds",34,43,"Health services","West",36
50822559.6443124,3,2,2,2,0,"Worse Off","Worse Off","Savings account",53,37,"Professional and business services","Midwest",42
50708844.6959609,3,1,2,4,0,"Worse Off","Worse Off","Mutual funds",37,40,"Public administration","Northeast",39
50944755.0096126,5,2,3,-3,0,"Better Off","Better Off","Retirement account",43,43,"Leisure and hospitality","South",45
50801512.4700238,6,4,2,0,2,"Worse Off","Worse Off","Retirement account",47,22,"Manufacturing","West",35
50659171.0587349,8,5,3,2,3,"Worse Off","Worse Off","Retirement account",35,23,"Manufacturing","Midwest",35
50759140.1934949,4,2,2,-1,1,"Better Off","Worse Off","Stocks",44,20,"Public administration","Northeast",48
50681321.9085777,3,1,2,0,2,"Better Off","Worse Off","Mutual funds",70,25,"Other","South",43
50865286.6457832,4,2,2,2,2,"Better Off","Worse Off","Retirement account",56,NA,"Education","West",37
50864966.4257838,3,1,2,0,1,"Worse Off","Worse Off","Retirement account",54,41,"Construction","Midwest",38
50725090.5457625,6,4,2,3,0,"Worse Off","Worse Off","Retirement account",68,41,"Wholesale and retail trade","Northeast",40
50819984.4801741,2,1,1,6,3,"Worse Off","Worse Off","Mutual funds",38,45,"Other","South",43
50879601.5844489,4,2,2,2,3,"Worse Off","Better Off","Stocks",41,36,"Financial services","West",50
50871950.6659542,2,1,2,-3,2,"Worse Off","Worse Off","Savings account",62,35,"Transportation and utilities","Midwest",45
50830291.8996086,4,3,1,3,2,"Worse Off","Worse Off","Bonds",62,23,"Manufacturing","Northeast",32
50819583.8932351,4,3,1,4,1,"Worse Off","Worse Off","Savings account",33,24,"Financial services","South",35
50829395.3667337,5,3,2,2,3,"Better Off","Worse Off","Stocks",39,61,"Education","West",29
50828632.1803774,4,2,2,-1,2,"Better Off","Better Off","Stocks",37,NA,"Leisure and hospitality","Midwest",51
50715392.7937074,3,1,2,4,2,"Worse Off","Worse Off","Savings account",81,29,"Transportation and utilities","Northeast",38
50941743.9807362,5,3,2,0,0,"Worse Off","Worse Off","Stocks",29,28,"Financial services","South",37
50786722.4700058,5,4,1,4,-2,"Worse Off","Worse Off","Bonds",48,22,"Health services","West",35
50845037.2886869,5,2,3,1,2,"Worse Off","Worse Off","Savings account",46,43,"Health services","Midwest",35
50893394.2706197,4,2,2,6,0,"Worse Off","Worse Off","Retirement account",49,27,"Wholesale and retail trade","Northeast",37
50736684.5270301,2,1,1,-3,2,"Better Off","Better Off","Mutual funds",36,39,"Professional and business services","South",38
50936409.9445553,5,2,3,3,1,"Worse Off","Worse Off","Stocks",46,35,"Other","West",43
51026670.7270185,5,3,2,0,2,"Better Off","Worse Off","Bonds",53,45,"Manufacturing","Midwest",39
50853240.0431964,5,4,1,2,1,"Worse Off","Better Off","Retirement account",26,34,"Public administration","Northeast",56
50966411.6012399,6,5,1,4,2,"Worse Off","Worse Off","Retirement account",57,34,"Financial services","South",38
50789135.0953922,6,4,2,-2,3,"Better Off","Better Off","Bonds",31,38,"Wholesale and retail trade","West",34
50893366.8994724,2,1,1,4,-1,"Worse Off","Worse Off","Retirement account",55,NA,"Leisure and hospitality","Midwest",33
50934687.4992268,5,4,1,5,2,"Worse Off","Worse Off","Stocks",30,30,"Health services","Northeast",41
50804122.3774531,3,1,2,1,1,"Worse Off","Worse Off","Retirement account",44,43,"Public administration","South",43
50708111.4531764,7,5,2,-3,4,"Worse Off","Worse Off","Retirement account",29,42,"Professional and business services","West",35
50782342.4474761,4,3,1,2,1,"Worse Off","Worse Off","Stocks",26,42,"Leisure and hospitality","Midwest",36
50809384.7658975,5,4,1,0,1,"Worse Off","Better Off","Mutual funds",38,31,"Leisure and hospitality","Northeast",32
50698128.1197647,4,1,3,3,1,"Worse Off","Worse Off","Savings account",35,29,"Health services","South",35
50890711.1761742,5,4,2,1,1,"Worse Off","Better Off","Stocks",36,38,"Wholesale and retail trade","West",33
50814640.4725657,4,3,1,0,0,"Better Off","Worse Off","Mutual funds",58,42,"Transportation and utilities","Midwest",36
50945389.2665376,6,5,1,-2,1,"Better Off","Worse Off","Stocks",70,37,"Transportation and utilities","Northeast",41
50849379.0629594,3,2,1,6,0,"Worse Off","Worse Off","Stocks",48,24,"Leisure and hospitality","South",40
50973192.9445095,5,4,2,1,1,"Worse Off","Worse Off","Mutual funds",39,44,"Education","West",34
